Call_ID,Customer_Id,Agent,Date_Of_Call,Time_Of_Call,Resolved,Answered,Topic,Speed_of_answer_in_seconds,Duration,Satisfaction_rating
3958,4433,Dan,2021-03-11,10:01:55 AM,1,1,Technical Support,87,12:06:21 AM,4
3959,5142,Diane,2021-03-11,10:09:07 AM,1,1,Admin Support,114,12:06:15 AM,5
3960,1704,Jim,2021-03-11,10:09:07 AM,0,0,Admin Support,,,
3961,5143,Jim,2021-03-11,10:24:58 AM,1,1,Admin Support,104,12:00:48 AM,5
3962,5144,Stewart,2021-03-11,10:24:58 AM,1,1,Streaming,81,12:02:50 AM,5
3963,4434,Greg,2021-03-11,10:30:43 AM,1,1,Payment related,120,12:03:57 AM,4
3964,1705,Greg,2021-03-11,10:30:43 AM,0,0,Payment related,,,
3965,3475,Becky,2021-03-11,10:49:26 AM,1,1,Contract related,72,12:05:11 AM,3
3966,3476,Stewart,2021-03-11,10:49:26 AM,1,1,Admin Support,57,12:02:58 AM,3
3967,848,Greg,2021-03-11,10:50:53 AM,1,1,Admin Support,74,12:00:48 AM,5
3968,3477,Joe,2021-03-11,10:50:53 AM,1,1,Streaming,53,12:05:42 AM,3
3969,3478,Greg,2021-03-11,11:00:58 AM,1,1,Payment related,79,12:02:17 AM,3
3970,3479,Martha,2021-03-11,11:00:58 AM,1,1,Streaming,100,12:06:00 AM,3
3971,3480,Dan,2021-03-11,11:26:53 AM,1,1,Streaming,116,12:04:31 AM,3
3972,1706,Diane,2021-03-11,11:26:53 AM,0,0,Technical Support,,,
3973,5145,Martha,2021-03-11,11:38:24 AM,1,1,Streaming,14,12:01:44 AM,5
3974,5146,Joe,2021-03-11,11:38:24 AM,1,1,Streaming,92,12:01:41 AM,5
3975,418,Jim,2021-03-11,12:02:53 PM,1,1,Admin Support,92,12:02:30 AM,1
3976,4435,Joe,2021-03-11,12:02:53 PM,1,1,Contract related,78,12:06:24 AM,4
3977,618,Martha,2021-03-11,12:20:10 PM,1,1,Technical Support,36,12:00:42 AM,3
3978,1707,Jim,2021-03-11,12:20:10 PM,0,0,Streaming,,,
3979,2659,Greg,2021-03-11,12:20:10 PM,1,1,Payment related,20,12:04:32 AM,2
3980,2146,Dan,2021-03-11,12:20:10 PM,0,1,Technical Support,29,12:05:03 AM,5
3981,3481,Stewart,2021-03-11,12:31:41 PM,1,1,Payment related,119,12:06:51 AM,3
3982,5147,Martha,2021-03-11,12:31:41 PM,1,1,Payment related,67,12:05:10 AM,5
3983,1708,Jim,2021-03-11,12:38:53 PM,0,0,Streaming,,,
3984,2367,Martha,2021-03-11,12:38:53 PM,1,1,Streaming,102,12:01:14 AM,1
3985,4436,Martha,2021-03-11,12:56:10 PM,1,1,Streaming,72,12:05:24 AM,4
3986,5148,Diane,2021-03-11,12:56:10 PM,1,1,Admin Support,107,12:01:58 AM,5
3987,1709,Greg,2021-03-11,12:57:36 PM,0,0,Streaming,,,
3988,1710,Becky,2021-03-11,12:57:36 PM,0,0,Admin Support,,,
3989,2070,Joe,2021-03-11,1:32:10 PM,0,1,Payment related,106,12:01:31 AM,4
3990,2660,Joe,2021-03-11,1:32:10 PM,1,1,Admin Support,68,12:04:16 AM,2
3991,3482,Dan,2021-03-11,1:40:48 PM,1,1,Technical Support,44,12:06:38 AM,3
3992,419,Becky,2021-03-11,1:40:48 PM,1,1,Admin Support,96,12:03:34 AM,1
3993,184,Diane,2021-03-11,1:50:53 PM,0,0,Payment related,,,
3994,4437,Stewart,2021-03-11,1:50:53 PM,1,1,Technical Support,53,12:00:34 AM,4
3995,420,Dan,2021-03-11,1:56:38 PM,1,1,Streaming,100,12:01:05 AM,1
3996,2661,Becky,2021-03-11,1:56:38 PM,1,1,Streaming,75,12:01:55 AM,2
3997,3483,Jim,2021-03-11,1:59:31 PM,1,1,Payment related,109,12:04:19 AM,3
3998,4438,Joe,2021-03-11,1:59:31 PM,1,1,Payment related,95,12:02:14 AM,4
3999,4439,Stewart,2021-03-11,2:22:34 PM,1,1,Contract related,69,12:00:59 AM,4
4000,849,Becky,2021-03-11,2:22:34 PM,1,1,Streaming,113,12:02:55 AM,5
4001,2662,Joe,2021-03-11,2:26:53 PM,1,1,Admin Support,108,12:01:32 AM,2
4002,2663,Joe,2021-03-11,2:26:53 PM,1,1,Streaming,46,12:05:20 AM,2
4003,2368,Joe,2021-03-11,2:28:19 PM,1,1,Payment related,71,12:01:48 AM,1
4004,2664,Diane,2021-03-11,2:28:19 PM,1,1,Admin Support,124,12:02:52 AM,2
4005,4440,Martha,2021-03-11,3:21:36 PM,1,1,Technical Support,79,12:01:01 AM,4
4006,334,Diane,2021-03-11,3:21:36 PM,0,1,Payment related,111,12:02:34 AM,5
4007,4441,Dan,2021-03-11,3:24:29 PM,1,1,Payment related,27,12:00:43 AM,4
4008,4442,Becky,2021-03-11,3:24:29 PM,1,1,Streaming,69,12:03:42 AM,4
4009,2369,Joe,2021-03-11,3:34:34 PM,1,1,Payment related,121,12:05:16 AM,1
4010,3484,Stewart,2021-03-11,3:34:34 PM,1,1,Streaming,16,12:06:15 AM,3
4011,1711,Stewart,2021-03-11,3:59:02 PM,0,0,Contract related,,,
4012,2147,Jim,2021-03-11,3:59:02 PM,0,1,Streaming,35,12:06:08 AM,5
4013,619,Becky,2021-03-11,4:10:34 PM,1,1,Streaming,85,12:03:44 AM,3
4014,2665,Dan,2021-03-11,4:10:34 PM,1,1,Admin Support,73,12:02:57 AM,2
4015,3485,Martha,2021-03-11,4:13:26 PM,1,1,Payment related,101,12:04:57 AM,3
4016,2666,Jim,2021-03-11,4:13:26 PM,1,1,Admin Support,89,12:04:28 AM,2
4017,850,Diane,2021-03-11,5:34:05 PM,1,1,Technical Support,70,12:05:01 AM,5
4018,620,Diane,2021-03-11,5:34:05 PM,1,1,Contract related,52,12:05:32 AM,3
4019,185,Jim,2021-03-11,5:39:50 PM,0,0,Contract related,,,
4020,421,Dan,2021-03-11,5:39:50 PM,1,1,Streaming,91,12:00:57 AM,1
4021,186,Joe,2021-03-11,5:39:50 PM,0,0,Payment related,,,
4022,5149,Diane,2021-03-11,5:39:50 PM,1,1,Technical Support,18,12:05:44 AM,5
4023,1880,Martha,2021-03-12,9:11:31 AM,0,1,Contract related,32,12:04:36 AM,1
4024,3486,Greg,2021-03-12,9:11:31 AM,1,1,Payment related,71,12:05:00 AM,3
4025,4443,Stewart,2021-03-12,9:36:00 AM,1,1,Technical Support,54,12:02:35 AM,4
4026,4444,Dan,2021-03-12,9:36:00 AM,1,1,Contract related,121,12:04:24 AM,4
4027,3487,Dan,2021-03-12,9:57:36 AM,1,1,Technical Support,59,12:01:07 AM,3
4028,2667,Jim,2021-03-12,9:57:36 AM,1,1,Contract related,59,12:01:03 AM,2
4029,851,Jim,2021-03-12,10:01:55 AM,1,1,Payment related,108,12:03:20 AM,5
4030,4445,Stewart,2021-03-12,10:01:55 AM,1,1,Technical Support,35,12:02:11 AM,4
4031,852,Stewart,2021-03-12,10:03:22 AM,1,1,Payment related,22,12:05:31 AM,5
4032,5150,Diane,2021-03-12,10:03:22 AM,1,1,Technical Support,37,12:04:29 AM,5
4033,3488,Martha,2021-03-12,10:09:07 AM,1,1,Payment related,14,12:06:52 AM,3
4034,1712,Greg,2021-03-12,10:09:07 AM,0,0,Payment related,,,
4035,621,Martha,2021-03-12,10:12:00 AM,1,1,Payment related,73,12:01:01 AM,3
4036,1713,Joe,2021-03-12,10:12:00 AM,0,0,Streaming,,,
4037,1714,Diane,2021-03-12,10:22:05 AM,0,0,Admin Support,,,
4038,2370,Jim,2021-03-12,10:22:05 AM,1,1,Technical Support,63,12:02:55 AM,1
4039,4446,Jim,2021-03-12,10:42:14 AM,1,1,Technical Support,64,12:05:50 AM,4
4040,3489,Joe,2021-03-12,10:42:14 AM,1,1,Technical Support,17,12:05:40 AM,3
4041,757,Diane,2021-03-12,11:12:29 AM,1,1,Contract related,42,12:02:39 AM,4
4042,422,Diane,2021-03-12,11:12:29 AM,1,1,Technical Support,121,12:04:07 AM,1
4043,4447,Diane,2021-03-12,11:13:55 AM,1,1,Payment related,56,12:03:29 AM,4
4044,4448,Joe,2021-03-12,11:13:55 AM,1,1,Technical Support,123,12:05:15 AM,4
4045,5151,Diane,2021-03-12,11:16:48 AM,1,1,Admin Support,27,12:00:49 AM,5
4046,4449,Dan,2021-03-12,11:16:48 AM,1,1,Technical Support,46,12:03:49 AM,4
4047,2668,Diane,2021-03-12,12:01:26 PM,1,1,Technical Support,117,12:02:07 AM,2
4048,187,Becky,2021-03-12,12:01:26 PM,0,0,Payment related,,,
4049,3490,Greg,2021-03-12,12:57:36 PM,1,1,Contract related,64,12:05:21 AM,3
4050,4450,Jim,2021-03-12,12:57:36 PM,1,1,Contract related,20,12:02:48 AM,4
4051,5152,Stewart,2021-03-12,1:29:17 PM,1,1,Contract related,21,12:06:34 AM,5
4052,1715,Greg,2021-03-12,1:29:17 PM,0,0,Technical Support,,,
4053,281,Dan,2021-03-12,2:00:58 PM,0,1,Streaming,118,12:02:37 AM,3
4054,2669,Stewart,2021-03-12,2:00:58 PM,1,1,Admin Support,105,12:05:28 AM,2
4055,4451,Joe,2021-03-12,2:18:14 PM,1,1,Technical Support,117,12:00:46 AM,4
4056,2071,Martha,2021-03-12,2:18:14 PM,0,1,Payment related,16,12:03:33 AM,4
4057,5153,Joe,2021-03-12,2:31:12 PM,1,1,Admin Support,110,12:02:01 AM,5
4058,1716,Diane,2021-03-12,2:31:12 PM,0,0,Admin Support,,,
4059,5154,Stewart,2021-03-12,2:32:38 PM,1,1,Admin Support,57,12:02:05 AM,5
4060,3491,Joe,2021-03-12,2:32:38 PM,1,1,Technical Support,105,12:06:50 AM,3
4061,5155,Greg,2021-03-12,2:57:07 PM,1,1,Admin Support,95,12:06:12 AM,5
4062,2670,Jim,2021-03-12,2:57:07 PM,1,1,Technical Support,19,12:05:47 AM,2
4063,3492,Becky,2021-03-12,4:06:14 PM,1,1,Technical Support,25,12:05:10 AM,3
4064,1904,Becky,2021-03-12,4:06:14 PM,0,1,Streaming,65,12:02:07 AM,2
4065,2371,Jim,2021-03-12,4:23:31 PM,1,1,Technical Support,27,12:02:48 AM,1
4066,2372,Jim,2021-03-12,4:23:31 PM,1,1,Contract related,107,12:02:23 AM,1
4067,3493,Becky,2021-03-12,5:00:58 PM,1,1,Admin Support,90,12:03:39 AM,3
4068,622,Becky,2021-03-12,5:00:58 PM,1,1,Payment related,45,12:01:31 AM,3
4069,4452,Dan,2021-03-12,5:11:02 PM,1,1,Payment related,39,12:05:43 AM,4
4070,5156,Joe,2021-03-12,5:11:02 PM,1,1,Streaming,63,12:04:43 AM,5
4071,1881,Greg,2021-03-12,5:52:48 PM,0,1,Admin Support,95,12:00:38 AM,1
4072,4453,Joe,2021-03-12,5:52:48 PM,1,1,Admin Support,39,12:05:24 AM,4
4073,1717,Diane,2021-03-13,9:02:53 AM,0,0,Admin Support,,,
4074,1718,Martha,2021-03-13,9:02:53 AM,0,0,Admin Support,,,
4075,3494,Martha,2021-03-13,9:02:53 AM,1,1,Admin Support,125,12:01:00 AM,3
4076,4454,Martha,2021-03-13,9:02:53 AM,1,1,Technical Support,73,12:01:30 AM,4
4077,4455,Greg,2021-03-13,9:38:53 AM,1,1,Admin Support,116,12:00:56 AM,4
4078,2671,Joe,2021-03-13,9:38:53 AM,1,1,Technical Support,115,12:02:21 AM,2
4079,1719,Joe,2021-03-13,10:49:26 AM,0,0,Admin Support,,,
4080,2672,Stewart,2021-03-13,10:49:26 AM,1,1,Payment related,56,12:06:07 AM,2
4081,2673,Dan,2021-03-13,11:15:22 AM,1,1,Technical Support,123,12:02:39 AM,2
4082,2373,Becky,2021-03-13,11:15:22 AM,1,1,Admin Support,36,12:00:50 AM,1
4083,5157,Greg,2021-03-13,11:28:19 AM,1,1,Technical Support,84,12:01:33 AM,5
4084,3495,Martha,2021-03-13,11:28:19 AM,1,1,Streaming,74,12:03:01 AM,3
4085,5158,Jim,2021-03-13,11:38:24 AM,1,1,Streaming,20,12:04:16 AM,5
4086,1720,Martha,2021-03-13,11:38:24 AM,0,0,Streaming,,,
4087,3496,Diane,2021-03-13,11:42:43 AM,1,1,Payment related,13,12:04:33 AM,3
4088,1990,Greg,2021-03-13,11:42:43 AM,0,1,Contract related,28,12:00:59 AM,3
4089,758,Dan,2021-03-13,1:42:14 PM,1,1,Contract related,13,12:01:55 AM,4
4090,623,Martha,2021-03-13,1:42:14 PM,1,1,Streaming,100,12:01:13 AM,3
4091,3497,Jim,2021-03-13,2:13:55 PM,1,1,Contract related,119,12:02:55 AM,3
4092,1721,Stewart,2021-03-13,2:13:55 PM,0,0,Technical Support,,,
4093,853,Martha,2021-03-13,2:18:14 PM,1,1,Technical Support,125,12:05:43 AM,5
4094,188,Joe,2021-03-13,2:18:14 PM,0,0,Streaming,,,
4095,2072,Jim,2021-03-13,2:38:24 PM,0,1,Technical Support,88,12:01:47 AM,4
4096,4456,Becky,2021-03-13,2:38:24 PM,1,1,Technical Support,71,12:00:34 AM,4
4097,4457,Dan,2021-03-13,2:41:17 PM,1,1,Contract related,99,12:00:34 AM,4
4098,2374,Dan,2021-03-13,2:41:17 PM,1,1,Admin Support,94,12:05:52 AM,1
4099,423,Becky,2021-03-13,3:00:00 PM,1,1,Admin Support,115,12:05:12 AM,1
4100,5159,Becky,2021-03-13,3:00:00 PM,1,1,Contract related,36,12:05:11 AM,5
4101,3498,Stewart,2021-03-13,3:02:53 PM,1,1,Payment related,72,12:03:52 AM,3
4102,3499,Becky,2021-03-13,3:02:53 PM,1,1,Contract related,51,12:01:03 AM,3
4103,2674,Diane,2021-03-13,3:36:00 PM,1,1,Admin Support,11,12:04:33 AM,2
4104,2148,Stewart,2021-03-13,3:36:00 PM,0,1,Admin Support,101,12:05:46 AM,5
4105,624,Stewart,2021-03-13,3:38:53 PM,1,1,Admin Support,119,12:05:37 AM,3
4106,3500,Diane,2021-03-13,3:38:53 PM,1,1,Technical Support,64,12:02:37 AM,3
4107,3501,Martha,2021-03-13,3:44:38 PM,1,1,Technical Support,12,12:04:10 AM,3
4108,3502,Greg,2021-03-13,3:44:38 PM,1,1,Streaming,118,12:05:11 AM,3
4109,2675,Greg,2021-03-13,3:59:02 PM,1,1,Payment related,107,12:02:31 AM,2
4110,3503,Martha,2021-03-13,3:59:02 PM,1,1,Payment related,122,12:05:03 AM,3
4111,4458,Becky,2021-03-13,4:17:46 PM,1,1,Payment related,41,12:03:41 AM,4
4112,424,Becky,2021-03-13,4:17:46 PM,1,1,Streaming,22,12:00:43 AM,1
4113,189,Martha,2021-03-13,4:53:46 PM,0,0,Technical Support,,,
4114,3504,Martha,2021-03-13,4:53:46 PM,1,1,Contract related,93,12:03:39 AM,3
4115,854,Jim,2021-03-13,5:02:24 PM,1,1,Admin Support,20,12:04:20 AM,5
4116,4459,Dan,2021-03-13,5:02:24 PM,1,1,Contract related,90,12:04:05 AM,4
4117,3505,Becky,2021-03-13,5:24:00 PM,1,1,Technical Support,107,12:06:33 AM,3
4118,190,Jim,2021-03-13,5:24:00 PM,0,0,Technical Support,,,
4119,3506,Dan,2021-03-13,5:44:10 PM,1,1,Contract related,38,12:05:43 AM,3
4120,1722,Joe,2021-03-13,5:44:10 PM,0,0,Contract related,,,
4121,4460,Becky,2021-03-14,9:00:00 AM,1,1,Streaming,50,12:01:57 AM,4
4122,4461,Greg,2021-03-14,9:00:00 AM,1,1,Admin Support,90,12:05:06 AM,4
4123,4462,Becky,2021-03-14,9:20:10 AM,1,1,Admin Support,22,12:04:21 AM,4
4124,1723,Joe,2021-03-14,9:20:10 AM,0,0,Admin Support,,,
4125,4463,Martha,2021-03-14,9:57:36 AM,1,1,Streaming,67,12:05:05 AM,4
4126,3507,Dan,2021-03-14,9:57:36 AM,1,1,Contract related,89,12:06:20 AM,3
4127,3508,Becky,2021-03-14,10:07:41 AM,1,1,Payment related,21,12:05:46 AM,3
4128,4464,Diane,2021-03-14,10:07:41 AM,1,1,Contract related,34,12:01:04 AM,4
4129,2676,Diane,2021-03-14,10:09:07 AM,1,1,Contract related,77,12:00:48 AM,2
4130,2375,Diane,2021-03-14,10:09:07 AM,1,1,Admin Support,72,12:02:45 AM,1
4131,3509,Joe,2021-03-14,10:32:10 AM,1,1,Streaming,83,12:02:01 AM,3
4132,3510,Jim,2021-03-14,10:32:10 AM,1,1,Streaming,120,12:01:46 AM,3
4133,5160,Diane,2021-03-14,11:09:36 AM,1,1,Contract related,82,12:04:16 AM,5
4134,5161,Martha,2021-03-14,11:09:36 AM,1,1,Streaming,61,12:06:39 AM,5
4135,2677,Jim,2021-03-14,11:25:26 AM,1,1,Contract related,69,12:02:39 AM,2
4136,2073,Jim,2021-03-14,11:25:26 AM,0,1,Technical Support,19,12:04:17 AM,4
4137,2678,Diane,2021-03-14,11:36:58 AM,1,1,Technical Support,35,12:04:15 AM,2
4138,1724,Jim,2021-03-14,11:36:58 AM,0,0,Payment related,,,
4139,3511,Jim,2021-03-14,11:52:48 AM,1,1,Contract related,11,12:06:28 AM,3
4140,3512,Jim,2021-03-14,11:52:48 AM,1,1,Admin Support,110,12:00:49 AM,3
4141,425,Dan,2021-03-14,1:00:29 PM,1,1,Payment related,119,12:02:17 AM,1
4142,4465,Jim,2021-03-14,1:00:29 PM,1,1,Contract related,38,12:01:27 AM,4
4143,759,Joe,2021-03-14,1:09:07 PM,1,1,Payment related,40,12:05:08 AM,4
4144,855,Dan,2021-03-14,1:09:07 PM,1,1,Streaming,19,12:04:26 AM,5
4145,1725,Dan,2021-03-14,1:16:19 PM,0,0,Technical Support,,,
4146,3513,Martha,2021-03-14,1:16:19 PM,1,1,Payment related,63,12:05:45 AM,3
4147,5162,Jim,2021-03-14,1:24:58 PM,1,1,Technical Support,33,12:03:10 AM,5
4148,1726,Becky,2021-03-14,1:24:58 PM,0,0,Technical Support,,,
4149,335,Jim,2021-03-14,1:40:48 PM,0,1,Admin Support,26,12:05:08 AM,5
4150,1727,Jim,2021-03-14,1:40:48 PM,0,0,Streaming,,,
4151,191,Diane,2021-03-14,1:46:34 PM,0,0,Contract related,,,
4152,5163,Jim,2021-03-14,1:46:34 PM,1,1,Admin Support,81,12:03:31 AM,5
4153,3514,Martha,2021-03-14,2:03:50 PM,1,1,Technical Support,65,12:06:28 AM,3
4154,3515,Jim,2021-03-14,2:03:50 PM,1,1,Admin Support,84,12:04:14 AM,3
4155,2376,Jim,2021-03-14,2:25:26 PM,1,1,Admin Support,42,12:04:52 AM,1
4156,1728,Dan,2021-03-14,2:25:26 PM,0,0,Admin Support,,,
4157,1729,Becky,2021-03-14,2:39:50 PM,0,0,Admin Support,,,
4158,2679,Martha,2021-03-14,2:39:50 PM,1,1,Streaming,123,12:03:38 AM,2
4159,4466,Greg,2021-03-14,3:17:17 PM,1,1,Contract related,65,12:06:37 AM,4
4160,5164,Diane,2021-03-14,3:17:17 PM,1,1,Contract related,33,12:05:43 AM,5
4161,3516,Diane,2021-03-14,3:27:22 PM,1,1,Payment related,117,12:04:04 AM,3
4162,3517,Diane,2021-03-14,3:27:22 PM,1,1,Streaming,122,12:01:36 AM,3
4163,4467,Jim,2021-03-14,3:43:12 PM,1,1,Technical Support,21,12:05:25 AM,4
4164,2074,Dan,2021-03-14,3:43:12 PM,0,1,Streaming,48,12:04:16 AM,4
4165,1730,Greg,2021-03-14,4:36:29 PM,0,0,Contract related,,,
4166,2377,Diane,2021-03-14,4:36:29 PM,1,1,Technical Support,98,12:02:57 AM,1
4167,4468,Dan,2021-03-14,4:36:29 PM,1,1,Streaming,95,12:02:31 AM,4
4168,3518,Dan,2021-03-14,4:36:29 PM,1,1,Contract related,28,12:06:48 AM,3
4169,192,Joe,2021-03-14,5:57:07 PM,0,0,Admin Support,,,
4170,1731,Dan,2021-03-14,5:57:07 PM,0,0,Streaming,,,
4171,1732,Dan,2021-03-15,9:08:38 AM,0,0,Admin Support,,,
4172,3519,Greg,2021-03-15,9:08:38 AM,1,1,Streaming,40,12:04:52 AM,3
4173,2680,Martha,2021-03-15,9:30:14 AM,1,1,Streaming,13,12:03:43 AM,2
4174,5165,Becky,2021-03-15,9:30:14 AM,1,1,Streaming,71,12:01:19 AM,5
4175,4469,Martha,2021-03-15,9:44:38 AM,1,1,Technical Support,106,12:00:46 AM,4
4176,309,Dan,2021-03-15,9:44:38 AM,0,1,Streaming,94,12:03:31 AM,4
4177,5166,Greg,2021-03-15,10:00:29 AM,1,1,Payment related,74,12:03:59 AM,5
4178,4470,Dan,2021-03-15,10:00:29 AM,1,1,Contract related,34,12:00:38 AM,4
4179,2681,Jim,2021-03-15,10:09:07 AM,1,1,Admin Support,38,12:02:06 AM,2
4180,4471,Jim,2021-03-15,10:09:07 AM,1,1,Technical Support,31,12:02:53 AM,4
4181,625,Martha,2021-03-15,10:13:26 AM,1,1,Contract related,13,12:03:05 AM,3
4182,3520,Stewart,2021-03-15,10:13:26 AM,1,1,Technical Support,79,12:01:48 AM,3
4183,2682,Stewart,2021-03-15,11:06:43 AM,1,1,Contract related,49,12:05:00 AM,2
4184,2378,Stewart,2021-03-15,11:06:43 AM,1,1,Technical Support,89,12:03:59 AM,1
4185,5167,Jim,2021-03-15,11:09:36 AM,1,1,Streaming,37,12:04:57 AM,5
4186,1733,Becky,2021-03-15,11:09:36 AM,0,0,Streaming,,,
4187,193,Jim,2021-03-15,11:58:34 AM,0,0,Contract related,,,
4188,3521,Diane,2021-03-15,11:58:34 AM,1,1,Admin Support,51,12:02:22 AM,3
4189,2379,Greg,2021-03-15,12:10:05 PM,1,1,Payment related,49,12:02:11 AM,1
4190,194,Jim,2021-03-15,12:10:05 PM,0,0,Payment related,,,
4191,4472,Becky,2021-03-15,12:28:48 PM,1,1,Admin Support,14,12:05:44 AM,4
4192,3522,Joe,2021-03-15,12:28:48 PM,1,1,Payment related,91,12:04:47 AM,3
4193,1734,Becky,2021-03-15,1:07:41 PM,0,0,Contract related,,,
4194,3523,Greg,2021-03-15,1:07:41 PM,1,1,Admin Support,111,12:03:08 AM,3
4195,5168,Martha,2021-03-15,1:33:36 PM,1,1,Contract related,80,12:04:46 AM,5
4196,3524,Dan,2021-03-15,1:33:36 PM,1,1,Admin Support,119,12:01:54 AM,3
4197,3525,Jim,2021-03-15,1:52:19 PM,1,1,Contract related,68,12:03:17 AM,3
4198,1735,Stewart,2021-03-15,1:52:19 PM,0,0,Payment related,,,
4199,3526,Jim,2021-03-15,2:09:36 PM,1,1,Contract related,109,12:02:25 AM,3
4200,4473,Stewart,2021-03-15,2:09:36 PM,1,1,Streaming,24,12:06:56 AM,4
4201,5169,Diane,2021-03-15,2:26:53 PM,1,1,Technical Support,55,12:02:25 AM,5
4202,5170,Dan,2021-03-15,2:26:53 PM,1,1,Admin Support,92,12:04:14 AM,5
4203,3527,Martha,2021-03-15,3:51:50 PM,1,1,Technical Support,106,12:03:22 AM,3
4204,3528,Diane,2021-03-15,3:51:50 PM,1,1,Admin Support,28,12:01:25 AM,3
4205,5171,Becky,2021-03-15,4:04:48 PM,1,1,Payment related,28,12:02:32 AM,5
4206,1905,Dan,2021-03-15,4:04:48 PM,0,1,Contract related,40,12:05:57 AM,2
4207,5172,Greg,2021-03-15,4:27:50 PM,1,1,Technical Support,12,12:06:45 AM,5
4208,5173,Joe,2021-03-15,4:27:50 PM,1,1,Streaming,61,12:02:29 AM,5
4209,2380,Becky,2021-03-15,5:05:17 PM,1,1,Streaming,92,12:01:24 AM,1
4210,1736,Jim,2021-03-15,5:05:17 PM,0,0,Technical Support,,,
4211,1737,Greg,2021-03-15,5:11:02 PM,0,0,Payment related,,,
4212,3529,Greg,2021-03-15,5:11:02 PM,1,1,Admin Support,43,12:00:36 AM,3
4213,5174,Joe,2021-03-15,5:18:14 PM,1,1,Admin Support,46,12:03:53 AM,5
4214,4474,Dan,2021-03-15,5:18:14 PM,1,1,Technical Support,51,12:06:02 AM,4
4215,626,Diane,2021-03-15,5:28:19 PM,1,1,Contract related,13,12:01:14 AM,3
4216,336,Diane,2021-03-15,5:28:19 PM,0,1,Payment related,19,12:01:44 AM,5
4217,3530,Becky,2021-03-15,5:32:38 PM,1,1,Admin Support,30,12:03:29 AM,3
4218,3531,Dan,2021-03-15,5:32:38 PM,1,1,Technical Support,122,12:06:34 AM,3
4219,492,Greg,2021-03-15,5:47:02 PM,1,1,Admin Support,83,12:03:41 AM,2
4220,1738,Jim,2021-03-15,5:47:02 PM,0,0,Technical Support,,,
4221,760,Joe,2021-03-16,9:11:31 AM,1,1,Technical Support,125,12:01:15 AM,4
4222,2683,Joe,2021-03-16,9:11:31 AM,1,1,Admin Support,80,12:01:09 AM,2
4223,2684,Stewart,2021-03-16,9:46:05 AM,1,1,Streaming,112,12:05:47 AM,2
4224,5175,Greg,2021-03-16,9:46:05 AM,1,1,Streaming,113,12:03:26 AM,5
4225,4475,Dan,2021-03-16,10:09:07 AM,1,1,Admin Support,95,12:04:00 AM,4
4226,3532,Joe,2021-03-16,10:09:07 AM,1,1,Streaming,40,12:03:15 AM,3
4227,3533,Dan,2021-03-16,10:10:34 AM,1,1,Streaming,106,12:06:52 AM,3
4228,3534,Greg,2021-03-16,10:10:34 AM,1,1,Payment related,38,12:03:33 AM,3
4229,1739,Martha,2021-03-16,10:23:31 AM,0,0,Contract related,,,
4230,3535,Greg,2021-03-16,10:23:31 AM,1,1,Streaming,61,12:04:00 AM,3
4231,195,Dan,2021-03-16,10:23:31 AM,0,0,Admin Support,,,
4232,1740,Joe,2021-03-16,10:23:31 AM,0,0,Streaming,,,
4233,1741,Martha,2021-03-16,10:35:02 AM,0,0,Streaming,,,
4234,2381,Jim,2021-03-16,10:35:02 AM,1,1,Admin Support,70,12:04:11 AM,1
4235,1742,Becky,2021-03-16,11:12:29 AM,0,0,Technical Support,,,
4236,196,Dan,2021-03-16,11:12:29 AM,0,0,Streaming,,,
4237,4476,Stewart,2021-03-16,11:44:10 AM,1,1,Technical Support,56,12:05:36 AM,4
4238,761,Stewart,2021-03-16,11:44:10 AM,1,1,Streaming,26,12:06:11 AM,4
4239,4477,Diane,2021-03-16,12:21:36 PM,1,1,Technical Support,11,12:03:06 AM,4
4240,2382,Greg,2021-03-16,12:21:36 PM,1,1,Payment related,22,12:06:31 AM,1
4241,3536,Jim,2021-03-16,12:43:12 PM,1,1,Streaming,33,12:06:40 AM,3
4242,4478,Stewart,2021-03-16,12:43:12 PM,1,1,Streaming,58,12:01:06 AM,4
4243,3537,Greg,2021-03-16,12:48:58 PM,1,1,Contract related,72,12:05:47 AM,3
4244,5176,Greg,2021-03-16,12:48:58 PM,1,1,Payment related,63,12:05:27 AM,5
4245,4479,Diane,2021-03-16,1:04:48 PM,1,1,Streaming,52,12:03:32 AM,4
4246,1743,Joe,2021-03-16,1:04:48 PM,0,0,Streaming,,,
4247,5177,Stewart,2021-03-16,1:16:19 PM,1,1,Technical Support,106,12:05:31 AM,5
4248,627,Diane,2021-03-16,1:16:19 PM,1,1,Admin Support,26,12:06:34 AM,3
4249,5178,Diane,2021-03-16,1:29:17 PM,1,1,Payment related,76,12:03:29 AM,5
4250,5179,Stewart,2021-03-16,1:29:17 PM,1,1,Technical Support,45,12:06:29 AM,5
4251,1744,Martha,2021-03-16,1:32:10 PM,0,0,Contract related,,,
4252,3538,Dan,2021-03-16,1:32:10 PM,1,1,Payment related,61,12:01:30 AM,3
4253,1745,Greg,2021-03-16,1:56:38 PM,0,0,Technical Support,,,
4254,1906,Dan,2021-03-16,1:56:38 PM,0,1,Contract related,38,12:04:55 AM,2
4255,762,Jim,2021-03-16,2:09:36 PM,1,1,Contract related,19,12:02:13 AM,4
4256,4480,Joe,2021-03-16,2:09:36 PM,1,1,Streaming,15,12:03:03 AM,4
