Customer_ID,Location_ID,Status_ID,Churn_reason_ID,Contract_ID,Number_Of_Referrals,Referred_A_Friend,Gender,Age,Married,Dependents,Number_Of_Dependents,Quarter,Tenure_In_Months,Offer,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Revenue,CLTV,Churn_Score,Satisfaction_Score
5820,1349,2,,2,0,0,Male,50,0,0,0,Q3,41,None,1,Bank Withdrawal,51.35,2075.1,0,2155.1,5622,59,5
5821,941,2,,2,0,0,Female,57,0,0,0,Q3,52,Offer B,0,Mailed Check,20.65,1022.95,0,2195.55,5186,35,4
5822,762,2,,2,1,1,Female,38,1,1,3,Q3,24,Offer C,0,Credit Card,19.9,533.5,0,640.78,4158,68,4
5823,1253,2,,3,2,1,Female,62,1,0,0,Q3,72,Offer A,1,Bank Withdrawal,93.25,6688.95,0,6812.79,5197,28,3
5824,1191,2,,1,8,1,Female,43,1,1,3,Q3,14,Offer D,0,Credit Card,80.45,1137.05,0,1273.83,5772,26,3
5825,45,3,5,2,0,0,Male,53,0,0,0,Q3,67,None,1,Bank Withdrawal,118.35,7804.15,0,9322.37,6255,91,1
5826,1543,2,,2,7,1,Female,55,1,0,0,Q3,21,None,0,Credit Card,80.9,1714.95,0,2011.62,5733,36,4
5827,329,2,,3,6,1,Male,47,1,0,0,Q3,71,None,0,Bank Withdrawal,83.2,6126.1,0,8617.49,5350,73,3
5828,1240,2,,1,1,1,Male,55,1,1,3,Q3,25,None,0,Bank Withdrawal,60.35,1404.65,0,2061.4,3192,75,4
5829,1574,1,,1,0,0,Male,44,0,0,0,Q3,1,Offer E,0,Credit Card,20.25,20.25,0,60.71,5384,57,3
5830,454,2,,1,0,0,Female,38,0,0,0,Q3,23,None,1,Bank Withdrawal,20.3,470.6,0,844.58,3630,43,3
5831,231,2,,3,1,1,Male,78,1,0,0,Q3,72,Offer A,1,Bank Withdrawal,64.8,4732.35,0,4732.35,4886,68,3
5832,994,2,,1,8,1,Male,39,1,1,3,Q3,12,Offer D,1,Bank Withdrawal,49.2,571.15,0,766.11,3582,37,3
5833,859,3,13,2,0,0,Male,51,0,0,0,Q3,22,Offer D,1,Bank Withdrawal,43.75,903.6,0,903.6,3099,66,3
5834,1171,2,,3,2,1,Male,22,1,0,0,Q3,70,None,0,Credit Card,77.3,5498.2,26.87,5807.33,6252,23,3
5835,1257,2,,3,1,1,Male,47,1,1,3,Q3,72,None,0,Bank Withdrawal,114.55,8306.05,21.6,9900.53,6158,51,3
5836,1520,2,,3,1,1,Female,44,1,0,0,Q3,70,None,1,Bank Withdrawal,26,2006.95,0,2997.45,6170,76,4
5837,1601,2,,3,0,0,Male,45,0,0,0,Q3,16,None,0,Credit Card,54.85,916.15,0,916.15,2136,40,4
5838,396,2,,1,1,1,Female,20,1,0,0,Q3,22,None,1,Credit Card,80,1706.45,0,2748.65,2640,80,3
5839,1569,2,,1,1,1,Male,33,1,1,1,Q3,5,None,1,Credit Card,90.35,434.5,17.33,492.22,4014,66,4
5840,693,2,,2,5,1,Female,45,1,1,1,Q3,69,Offer A,1,Bank Withdrawal,108.75,7493.05,0,10798.1,5874,46,4
5841,194,2,,3,3,1,Female,63,1,1,1,Q3,42,Offer B,0,Credit Card,20,833.55,0,965.43,3413,46,3
5842,1053,2,,3,1,1,Female,42,1,1,3,Q3,42,None,1,Bank Withdrawal,100.4,4303.65,0,4832.85,3265,76,5
5843,1548,2,,1,0,0,Male,27,0,0,0,Q3,5,Offer E,1,Credit Card,55.75,266.95,0,421.55,4545,22,4
5844,835,2,,3,6,1,Female,21,1,0,0,Q3,72,None,1,Bank Withdrawal,86.4,6058.95,0,7164.15,6114,27,3
5845,1169,2,,3,0,0,Male,52,0,1,3,Q3,39,None,0,Credit Card,25,1004.35,0,2952.4,4295,55,4
5846,152,2,,2,0,0,Female,30,0,0,0,Q3,21,None,1,Bank Withdrawal,60.25,1258.35,0,1413.96,4870,25,4
5847,1166,2,,1,4,1,Male,27,1,0,0,Q3,35,None,0,Credit Card,61,2130.45,10.7,3005.95,4355,79,3
5848,1508,2,,3,0,0,Male,60,1,0,0,Q3,35,Offer C,1,Credit Card,69.15,2490.15,0,2667.25,3945,61,3
5849,1255,2,,3,0,0,Male,78,0,0,0,Q3,12,None,1,Credit Card,73.3,828.05,0,1348.85,5159,38,4
5850,1555,2,,1,0,0,Female,35,0,0,0,Q3,27,None,1,Credit Card,56.7,1652.95,0,2333.62,4472,79,3
5851,1490,2,,3,3,1,Male,22,1,1,2,Q3,72,Offer A,0,Bank Withdrawal,25,1738.9,0,3109.78,4275,41,4
5852,1259,2,,2,7,1,Female,55,1,0,0,Q3,58,None,1,Bank Withdrawal,45.35,2540.1,4.08,2536.02,5137,41,3
5853,1207,3,5,1,0,0,Male,75,0,0,0,Q3,10,Offer D,1,Bank Withdrawal,79.25,793.55,0,868.65,3856,87,1
5854,1578,2,,2,5,1,Male,30,1,0,0,Q3,64,Offer B,0,Bank Withdrawal,89.45,5692.65,0,6575.85,5519,67,3
5855,1220,2,,3,8,1,Female,60,1,1,1,Q3,71,None,0,Bank Withdrawal,20.5,1500.95,0,2291.18,4941,62,4
5856,933,2,,1,0,0,Female,44,0,0,0,Q3,10,Offer D,0,Bank Withdrawal,51.2,498.25,0,953.85,5765,47,4
5857,876,3,6,1,0,0,Female,36,0,0,0,Q3,4,Offer E,1,Credit Card,45.3,196.95,0,356.55,3443,91,2
5858,275,2,,2,0,0,Male,44,0,0,0,Q3,71,Offer A,1,Credit Card,79.05,5552.5,0,8487.64,5466,38,4
5859,632,2,,3,9,1,Female,58,1,1,2,Q3,66,Offer A,1,Bank Withdrawal,59.75,3996.8,0,4550.54,5979,80,3
5860,1347,2,,3,0,0,Male,24,0,0,0,Q3,69,None,0,Credit Card,19.95,1399.35,0,1894.77,4328,59,4
5861,974,2,,3,0,0,Male,39,0,0,0,Q3,43,None,0,Bank Withdrawal,26.45,1110.05,0,2352.75,3881,51,4
5862,995,2,,3,1,1,Female,21,1,0,0,Q3,72,Offer A,0,Credit Card,24.85,1871.85,0,2827.29,4067,78,3
5863,12,2,,2,0,0,Female,24,0,0,0,Q3,61,Offer B,0,Bank Withdrawal,19.45,1336.35,0,2916.86,4559,26,4
5864,1528,2,,1,0,0,Male,22,0,0,0,Q3,7,None,1,Bank Withdrawal,44.65,322.5,0,509.82,4300,65,4
5865,1009,2,,3,1,1,Male,47,1,0,0,Q3,70,None,1,Credit Card,39.15,2692.75,0,2692.75,5840,60,3
5866,141,2,,2,0,0,Female,73,0,0,0,Q3,5,Offer E,1,Bank Withdrawal,84.7,392.5,41.2,422.4,2660,54,4
5867,663,3,18,1,0,0,Female,66,0,0,0,Q3,16,None,1,Bank Withdrawal,96.4,1581.2,47.2,2047.76,2688,80,3
5868,755,2,,1,0,0,Male,24,0,0,0,Q3,17,None,0,Credit Card,21.1,385.55,0,963.89,2842,78,3
5869,241,2,,2,3,1,Male,38,1,1,3,Q3,51,None,0,Credit Card,19.4,997.75,0,2916.88,4025,73,4
5870,992,2,,3,0,0,Female,79,0,0,0,Q3,5,None,0,Credit Card,59.9,287.85,0,527.8,3662,35,4
5871,1516,3,1,1,1,1,Female,51,1,0,0,Q3,14,Offer D,1,Bank Withdrawal,64.7,941,0,1226.6,4049,86,1
5872,617,3,5,1,0,0,Male,74,0,0,0,Q3,3,None,1,Bank Withdrawal,77,237.75,0,382.77,3128,96,1
5873,946,2,,2,10,1,Female,53,1,1,2,Q3,64,Offer B,1,Bank Withdrawal,53.85,3399.85,0,4492.33,4954,36,4
5874,337,2,,1,8,1,Female,37,1,1,1,Q3,7,None,0,Credit Card,34.65,246.6,0,246.6,5996,45,3
5875,405,3,6,1,0,0,Female,29,0,0,0,Q3,1,None,0,Mailed Check,25.2,25.2,0,25.2,3196,82,2
5876,733,2,,3,1,1,Female,70,1,0,0,Q3,60,None,1,Bank Withdrawal,116.05,6925.9,0,7169.5,4734,77,3
5877,257,1,,1,0,0,Male,53,0,0,0,Q3,1,None,1,Mailed Check,20.45,20.45,0,32.06,5384,48,3
5878,195,3,1,1,0,0,Male,66,0,0,0,Q3,2,None,1,Credit Card,24.45,47.5,0,47.5,5573,77,3
5879,1015,2,,1,0,0,Female,44,0,0,0,Q3,20,None,1,Credit Card,68.9,1370.35,0,1825.35,3265,29,5
5880,173,2,,3,2,1,Male,46,1,0,0,Q3,72,Offer A,1,Bank Withdrawal,115.55,8425.3,0,11868.34,5890,58,3
5881,1532,2,,3,1,1,Female,35,1,1,2,Q3,72,None,0,Credit Card,107.45,7658.3,0,8946.38,4505,57,4
5882,328,2,,1,0,0,Male,55,0,0,0,Q3,4,None,1,Bank Withdrawal,90.4,356.65,0,484.33,3314,35,3
5883,83,1,,1,0,0,Male,53,0,1,1,Q3,1,None,1,Mailed Check,21.05,21.05,0,31.19,3389,32,3
5884,619,3,17,2,1,1,Female,47,1,0,0,Q3,33,None,1,Bank Withdrawal,103.75,3361.05,0,3977.83,3824,81,1
5885,394,2,,2,1,1,Male,45,1,0,0,Q3,56,Offer B,1,Bank Withdrawal,93.15,5253.95,0,7512.43,4778,56,3
5886,1006,2,,1,0,0,Male,30,0,0,0,Q3,9,Offer E,1,Bank Withdrawal,70.5,597.9,0,964.29,3198,37,3
5887,204,2,,2,0,0,Male,57,0,0,0,Q3,12,Offer D,0,Bank Withdrawal,95.7,1184,0,1772,5527,41,5
5888,591,3,10,1,0,0,Male,70,0,0,0,Q3,51,Offer B,1,Bank Withdrawal,97.8,4913.3,0,5907.29,6204,81,2
5889,1268,2,,2,3,1,Female,22,1,1,1,Q3,33,Offer C,0,Credit Card,24.15,800.3,0,856.73,4501,73,4
5890,939,3,13,1,0,0,Female,39,0,0,0,Q3,1,Offer E,1,Mailed Check,50.45,50.45,0,74.15,2806,69,3
5891,865,2,,3,0,0,Female,34,1,0,0,Q3,70,None,0,Credit Card,19.85,1328.35,33.29,4158.76,4311,79,4
5892,1603,1,,1,0,0,Male,33,0,0,0,Q3,1,Offer E,0,Bank Withdrawal,47.95,47.95,0,94.18,5092,35,4
5893,89,3,2,1,1,1,Female,69,1,0,0,Q3,32,None,1,Bank Withdrawal,93.2,2931,17.88,3992.8,5247,90,3
5894,961,2,,2,0,0,Female,19,0,0,0,Q3,39,Offer C,0,Bank Withdrawal,41.15,1700.9,0,1700.9,3445,67,4
5895,958,2,,3,7,1,Female,48,1,1,1,Q3,45,Offer B,1,Bank Withdrawal,24.65,1138.8,0,2043.75,3043,67,4
5896,521,3,1,1,0,0,Male,55,0,0,0,Q3,19,Offer D,1,Credit Card,55,1046.5,0,1158.2,4539,73,2
5897,957,2,,2,0,0,Female,64,0,0,0,Q3,30,None,1,Bank Withdrawal,94.4,2638.1,0,2718.2,4584,68,5
5898,1264,2,,1,0,0,Male,63,0,0,0,Q3,7,None,1,Credit Card,19.4,168.65,0,232.98,5873,56,5
5899,382,2,,3,0,0,Female,33,1,1,1,Q3,59,None,1,Credit Card,76.45,4519.5,30.22,5272.21,5978,27,4
5900,752,3,10,1,0,0,Male,55,0,0,0,Q3,1,None,1,Mailed Check,20.2,20.2,0,33.47,4325,92,1
5901,1609,1,,3,0,0,Female,73,0,0,0,Q3,1,Offer E,1,Credit Card,70.6,70.6,0,133.21,2576,25,4
5902,1387,2,,3,1,1,Female,33,1,0,0,Q3,72,None,1,Bank Withdrawal,110.45,7982.5,0,11311.06,6030,55,4
5903,1441,2,,3,5,1,Female,24,1,0,0,Q3,67,Offer A,1,Bank Withdrawal,75.5,5229.45,0,5320.57,5420,69,3
5904,1344,2,,3,10,1,Male,55,1,0,0,Q3,47,Offer B,0,Bank Withdrawal,73.6,3522.65,0,4187.23,4795,51,4
5905,554,2,,1,0,0,Male,54,0,0,0,Q3,4,None,1,Bank Withdrawal,61.3,249.4,0,410.2,5281,58,3
5906,1618,2,,1,0,0,Female,48,0,0,0,Q3,24,None,1,Bank Withdrawal,104.15,2494.65,0,3465.61,5813,61,5
5907,1581,2,,2,0,0,Male,61,0,0,0,Q3,9,None,0,Mailed Check,50.8,463.6,0,463.6,5535,47,4
5908,225,2,,3,2,1,Female,38,1,1,1,Q3,7,Offer E,0,Credit Card,19.85,144.15,0,390.97,3973,60,3
5909,1322,2,,3,0,0,Female,45,0,0,0,Q3,65,None,0,Credit Card,59.95,3921.1,0,3921.1,6251,74,3
5910,1136,2,,1,0,0,Male,27,0,0,0,Q3,14,None,1,Bank Withdrawal,20.05,299.3,0,427.96,5728,32,5
5911,1372,2,,2,5,1,Male,53,1,0,0,Q3,35,None,0,Credit Card,53.15,1930.9,0,1930.9,5638,43,3
5912,1516,2,,2,0,0,Male,32,0,1,3,Q3,26,None,1,Bank Withdrawal,39.95,1023.75,0,1023.75,2715,74,4
5913,346,2,,1,0,0,Female,56,0,0,0,Q3,7,None,1,Bank Withdrawal,75.15,525,0,745.42,4216,50,3
5914,997,3,7,2,1,1,Female,80,1,0,0,Q3,43,None,1,Bank Withdrawal,107.55,4533.9,0,5269.02,4423,93,2
5915,74,2,,2,0,0,Male,36,0,0,0,Q3,37,None,0,Credit Card,20.15,785.75,0,2057.44,4422,65,5
5916,353,2,,2,0,0,Male,61,0,1,1,Q3,23,None,0,Bank Withdrawal,40.65,947.4,0,947.4,5230,43,3
5917,1424,2,,1,8,1,Female,39,1,1,3,Q3,50,Offer B,1,Bank Withdrawal,69.75,3557.7,0,4068.2,4539,64,5
5918,861,3,2,1,0,0,Female,50,0,0,0,Q3,1,Offer E,0,Mailed Check,19.65,19.65,0,25.73,5881,91,3
5919,1135,2,,2,0,0,Male,76,0,0,0,Q3,27,Offer C,1,Bank Withdrawal,104.65,2964,0,3892.53,3104,31,4
5920,717,2,,2,0,0,Female,56,0,0,0,Q3,58,None,1,Credit Card,71.1,4299.2,0,6754.34,5395,42,3
5921,800,2,,2,5,1,Male,54,1,0,0,Q3,12,None,0,Mailed Check,26.4,314.95,0,856.75,3277,65,4
5922,174,2,,3,10,1,Female,68,1,0,0,Q3,72,None,0,Bank Withdrawal,78.45,5682.25,0,6821.29,4032,71,3
5923,1276,3,17,1,0,0,Female,64,0,0,0,Q3,14,None,1,Bank Withdrawal,86.3,1180.95,0,1601.15,3677,74,2
5924,279,3,2,1,0,0,Male,71,1,0,0,Q3,10,None,1,Bank Withdrawal,89.8,914.3,0,1083.1,5124,76,2
5925,356,2,,3,8,1,Male,23,1,0,0,Q3,72,None,1,Credit Card,66.5,4811.6,45.61,5204.47,4397,49,3
5926,1344,2,,1,0,0,Male,34,0,1,2,Q3,9,Offer E,1,Bank Withdrawal,50.1,484.05,0,732.81,4738,56,4
5927,180,2,,3,0,0,Female,57,0,0,0,Q3,45,Offer B,0,Bank Withdrawal,81.65,3618.7,0,5301.25,5937,41,3
5928,1379,2,,3,4,1,Female,25,1,0,0,Q3,64,None,0,Credit Card,19.45,1225.65,0,2171.57,5113,78,3
5929,535,3,3,1,0,0,Male,21,0,0,0,Q3,2,Offer E,1,Bank Withdrawal,49.25,90.35,0,90.35,5775,90,3
5930,1492,2,,2,5,1,Male,77,1,0,0,Q3,64,None,0,Credit Card,80.3,5017.7,0,5969.38,4270,34,3
5931,540,2,,1,0,0,Female,35,0,0,0,Q3,39,None,0,Bank Withdrawal,41.1,1597.05,0,1597.05,3618,42,3
5932,1558,1,,1,7,1,Female,25,1,0,0,Q3,1,Offer E,1,Bank Withdrawal,45,45,0,95.63,5669,63,5
5933,1370,3,2,1,0,0,Female,46,0,0,0,Q3,7,Offer E,1,Bank Withdrawal,95.35,660.9,34.29,965.13,3077,92,2
5934,1355,2,,3,0,0,Female,31,0,0,0,Q3,58,Offer B,0,Credit Card,24.35,1423.85,0,3663.81,6190,51,3
5935,89,3,2,1,0,0,Male,75,1,0,0,Q3,4,None,1,Mailed Check,74.4,306.6,0,369.04,5839,77,2
5936,1330,3,20,1,0,0,Female,51,0,0,0,Q3,3,Offer E,1,Mailed Check,50.65,151.3,0,218.98,2876,76,1
5937,894,3,5,1,0,0,Male,32,0,0,0,Q3,1,None,1,Bank Withdrawal,74.35,74.35,0,88.37,2814,93,1
5938,1327,2,,3,0,0,Male,22,0,0,0,Q3,72,None,0,Credit Card,86.05,6309.65,0,9811.57,5965,33,4
5939,451,3,9,1,8,1,Male,68,1,0,0,Q3,43,Offer B,1,Bank Withdrawal,101,4388.4,0,5882.15,3123,87,1
5940,1410,3,5,1,0,0,Female,72,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,69.6,69.6,0,104.11,3438,96,1
5941,298,2,,2,1,1,Male,43,1,0,0,Q3,68,None,1,Bank Withdrawal,100.3,6754.35,0,10211.03,5757,39,4
5942,1498,2,,1,9,1,Male,34,1,1,1,Q3,38,None,1,Credit Card,101.15,3956.7,0,4877.06,3738,34,3
5943,776,2,,3,3,1,Female,62,1,1,1,Q3,55,None,0,Credit Card,20.3,1079.05,0,1253.95,5153,36,5
5944,1485,3,5,1,0,0,Male,60,0,0,0,Q3,1,None,1,Bank Withdrawal,71.65,71.65,0,89.19,2377,93,1
5945,398,3,10,1,1,1,Female,58,1,0,0,Q3,8,None,1,Bank Withdrawal,84.9,764.95,0,996.95,2656,85,1
5946,1510,2,,2,0,0,Female,41,0,0,0,Q3,33,None,0,Bank Withdrawal,59.4,1952.8,0,2292.04,2853,38,3
5947,210,2,,1,1,1,Female,37,1,1,3,Q3,57,None,1,Bank Withdrawal,100.6,5611.7,0,7456.79,6351,48,3
5948,1348,3,2,1,1,1,Female,53,1,0,0,Q3,42,None,1,Credit Card,77.95,3384,0,4812.84,5396,82,1
5949,1377,2,,1,3,1,Female,57,1,1,1,Q3,15,None,0,Credit Card,20.05,284.3,0,852.8,3591,59,4
5950,1541,2,,3,0,0,Female,41,0,0,0,Q3,8,Offer E,0,Mailed Check,20.25,174.65,0,301.53,2653,37,5
5951,1484,2,,1,0,0,Male,26,0,0,0,Q3,4,Offer E,0,Bank Withdrawal,56.75,245.15,0,383.91,2401,51,3
5952,1090,2,,3,0,0,Female,60,0,0,0,Q3,62,None,0,Bank Withdrawal,84.5,5193.2,0,5568.3,5466,61,4
5953,658,3,1,1,0,0,Male,55,0,0,0,Q3,25,None,1,Bank Withdrawal,95.9,2448.75,0,2580.5,2241,68,1
5954,1108,1,,1,0,0,Male,34,0,0,0,Q3,1,Offer E,0,Credit Card,19.45,19.45,0,48.6,2133,48,3
5955,1418,2,,2,8,1,Male,73,1,1,1,Q3,68,None,0,Bank Withdrawal,19.5,1193.55,0,3583.07,5443,51,3
5956,1047,3,11,1,2,1,Male,22,1,0,0,Q3,34,Offer C,1,Bank Withdrawal,100.05,3480,0,4285.06,2568,72,3
5957,366,2,,3,0,0,Female,45,0,0,0,Q3,72,Offer A,1,Bank Withdrawal,84.7,6185.15,0,6795.71,4520,78,3
5958,508,3,5,1,0,0,Male,80,0,0,0,Q3,21,None,1,Bank Withdrawal,60.05,1236.15,0,1963.17,4716,70,1
5959,1168,2,,1,9,1,Female,49,1,1,2,Q3,55,Offer B,0,Bank Withdrawal,55.7,3131.8,34.16,5100.19,4149,61,3
5960,220,2,,1,10,1,Male,64,1,1,1,Q3,42,Offer B,1,Bank Withdrawal,69.4,3058.3,0,3758.44,4701,36,3
5961,1499,2,,2,8,1,Male,40,1,0,0,Q3,67,Offer A,1,Credit Card,100.9,6733.15,0,8837.62,4078,31,3
5962,415,2,,3,0,0,Female,53,0,0,0,Q3,41,None,0,Credit Card,20.65,835.15,0,2131.57,5918,59,5
5963,968,2,,1,0,0,Male,19,0,0,0,Q3,26,Offer C,1,Credit Card,86.65,2208.75,0,3505.37,4469,54,3
5964,1411,2,,1,7,1,Male,49,1,0,0,Q3,4,Offer E,0,Bank Withdrawal,65.6,250.1,0,290.62,4552,44,4
5965,667,2,,3,0,0,Female,52,0,0,0,Q3,66,None,1,Bank Withdrawal,62.5,4136.4,0,4136.4,4165,57,4
5966,1396,2,,1,1,1,Female,21,1,1,1,Q3,15,None,1,Bank Withdrawal,25.25,394.85,0,838.1,4667,59,3
5967,608,2,,2,0,0,Female,41,0,0,0,Q3,63,Offer B,1,Credit Card,90.05,5817,0,8358.42,4039,45,3
5968,88,2,,2,10,1,Male,75,1,0,0,Q3,59,None,1,Credit Card,82.95,4903.15,0,5151.54,5295,61,4
5969,386,2,,2,0,0,Female,37,0,0,0,Q3,25,Offer C,0,Bank Withdrawal,54.2,1423.15,0,1423.15,4458,24,3
5970,1243,2,,1,0,0,Male,26,0,0,0,Q3,4,None,0,Credit Card,19.4,93.4,0,183.56,4402,54,5
5971,627,3,3,1,0,0,Male,34,0,0,0,Q3,2,None,0,Bank Withdrawal,95.65,167.3,0,200.82,5332,82,3
5972,1604,2,,3,0,0,Male,42,0,0,0,Q3,69,None,0,Credit Card,90.65,6322.1,0,9594.77,6487,55,3
5973,796,3,13,1,0,0,Male,79,0,0,0,Q3,5,None,1,Bank Withdrawal,91.4,449.75,0,472.7,2834,78,1
5974,1475,2,,3,0,0,Male,48,0,1,2,Q3,66,Offer A,1,Credit Card,79.5,5196.1,0,6019.78,4285,66,4
5975,1429,3,9,1,1,1,Male,47,1,0,0,Q3,6,None,1,Credit Card,83.55,477.55,0,639.01,4242,91,1
5976,706,2,,2,1,1,Male,37,1,1,3,Q3,28,None,0,Bank Withdrawal,92.2,2568.15,0,2937.47,5116,26,4
5977,992,2,,1,8,1,Female,75,1,1,1,Q3,57,None,1,Credit Card,95.3,5567.45,0,7177.7,4912,23,3
5978,462,3,4,1,0,0,Male,44,0,0,0,Q3,22,Offer D,1,Bank Withdrawal,101.35,2317.1,0,2544.36,4694,77,1
5979,550,2,,2,0,0,Female,62,1,0,0,Q3,49,None,0,Credit Card,20.7,1032.05,0,2461.87,4074,50,3
5980,1454,2,,2,8,1,Female,76,1,1,3,Q3,65,Offer B,1,Bank Withdrawal,103.9,6767.1,0,6869.8,5669,75,3
5981,1086,3,6,1,0,0,Male,55,0,0,0,Q3,2,None,1,Bank Withdrawal,75.7,189.2,0,273.52,4676,82,1
5982,524,2,,3,0,0,Female,56,0,0,0,Q3,42,Offer B,1,Credit Card,78.45,3373.4,0,4224.74,3192,30,4
5983,1209,2,,3,0,0,Male,24,1,0,0,Q3,61,Offer B,0,Credit Card,20.55,1305.95,0,4158.31,4446,36,4
5984,1453,3,14,1,1,1,Male,62,1,0,0,Q3,26,Offer C,1,Bank Withdrawal,83.75,2070.6,0,3004,2404,84,3
5985,731,2,,1,0,0,Male,51,0,0,0,Q3,10,Offer D,1,Credit Card,20,198.6,0,389.6,4802,53,4
5986,1123,2,,3,0,0,Female,53,0,0,0,Q3,67,None,1,Bank Withdrawal,25.6,1790.35,46.06,2864.53,5183,34,3
5987,1462,3,7,1,5,1,Male,58,1,0,0,Q3,10,None,1,Bank Withdrawal,99.85,990.9,0,1423.7,4243,69,1
5988,1587,3,10,1,0,0,Male,62,0,0,0,Q3,4,None,1,Bank Withdrawal,76.05,318.9,0,488.66,3685,75,1
5989,1422,3,12,1,0,0,Female,72,0,0,0,Q3,66,None,1,Credit Card,80.45,5224.35,0,8373.29,5011,79,2
5990,226,1,,1,0,0,Male,24,0,1,3,Q3,1,Offer E,1,Bank Withdrawal,50.05,50.05,0,93.1,5523,61,4
5991,551,3,14,1,1,1,Male,62,1,1,3,Q3,2,None,0,Credit Card,56.7,113.55,0,124.89,5560,77,1
5992,425,2,,3,5,1,Female,40,1,1,1,Q3,37,None,1,Bank Withdrawal,24.1,861.85,0,2515.01,3753,36,4
5993,580,2,,3,0,0,Female,77,0,0,0,Q3,35,None,1,Bank Withdrawal,39.85,1434.6,0,1434.6,2030,60,4
5994,1408,2,,3,0,0,Female,41,0,0,0,Q3,72,Offer A,0,Credit Card,115.05,8405,0,9816.2,5905,46,3
5995,1591,2,,1,0,0,Female,56,0,0,0,Q3,8,None,0,Credit Card,44.45,369.3,0,456.58,4909,65,3
5996,1210,2,,1,0,0,Male,57,0,0,0,Q3,19,None,1,Bank Withdrawal,78.7,1495.1,26.84,2029.71,2464,20,3
5997,217,2,,1,0,0,Male,46,0,0,0,Q3,20,Offer D,1,Credit Card,19.6,356.15,0,938.55,5909,27,4
5998,771,2,,2,0,0,Female,36,0,0,0,Q3,38,None,1,Bank Withdrawal,24.25,914.4,35.61,2633.63,2997,23,3
5999,1035,2,,3,0,0,Male,45,0,0,0,Q3,57,None,0,Credit Card,18.8,1094.35,0,2216.68,6466,58,5
6000,822,2,,3,1,1,Male,32,1,1,2,Q3,38,None,1,Bank Withdrawal,94.9,3616.25,0,4598.17,2436,33,3
6001,813,2,,3,10,1,Male,32,1,1,3,Q3,67,None,0,Bank Withdrawal,104.6,6885.75,0,7643.52,4743,56,3
6002,1520,2,,1,0,0,Male,62,0,0,0,Q3,22,None,0,Mailed Check,55.1,1253.15,0,2069.57,2729,62,3
6003,67,2,,1,0,0,Female,32,1,0,0,Q3,57,Offer B,1,Bank Withdrawal,99.65,5497.05,0,6191.88,5106,42,4
6004,182,2,,3,8,1,Female,61,1,1,3,Q3,72,Offer A,1,Bank Withdrawal,74.35,5237.4,0,6526.52,4874,78,4
6005,1438,2,,2,0,0,Male,40,1,0,0,Q3,70,None,0,Bank Withdrawal,79.4,5528.9,0,8571.1,5991,38,4
6006,451,3,17,1,0,0,Male,80,0,0,0,Q3,1,None,1,Bank Withdrawal,73.65,73.65,0,113.53,5443,86,3
6007,245,2,,1,0,0,Female,36,0,0,0,Q3,13,Offer D,0,Bank Withdrawal,67.8,842.25,0,1212.1,4115,30,3
6008,344,2,,3,3,1,Male,56,1,1,3,Q3,62,None,0,Bank Withdrawal,115.55,7159.05,0,9679.97,6349,25,3
6009,1010,3,13,1,0,0,Female,30,0,0,0,Q3,5,Offer E,1,Bank Withdrawal,89.35,461.7,0,512.25,4584,70,3
6010,177,3,2,1,0,0,Female,71,0,0,0,Q3,5,None,1,Credit Card,69.05,318.5,0,468.75,3368,74,3
6011,584,2,,1,0,0,Female,30,0,0,0,Q3,31,None,1,Bank Withdrawal,76.05,2227.8,0,3429.98,2421,63,5
6012,514,2,,1,0,0,Male,67,0,0,0,Q3,18,None,1,Credit Card,80.55,1411.65,0,2109.87,5137,27,5
6013,757,2,,3,0,0,Female,76,0,0,0,Q3,64,None,1,Bank Withdrawal,108.95,7111.3,0,8574.34,5780,26,4
6014,809,2,,1,0,0,Female,66,0,0,0,Q3,42,None,0,Bank Withdrawal,55.65,2421.75,0,3555.75,5831,80,4
6015,1494,2,,2,0,0,Male,62,0,0,0,Q3,30,Offer C,0,Bank Withdrawal,90.4,2820.65,0,3036.35,3171,78,4
6016,45,3,12,1,0,0,Male,47,0,0,0,Q3,19,Offer D,1,Credit Card,73.85,1424.5,0,1588.51,2251,89,3
6017,192,2,,1,7,1,Female,63,1,0,0,Q3,65,None,1,Credit Card,55.15,3673.15,0,4972.5,6205,34,3
6018,1137,2,,2,0,0,Male,28,0,0,0,Q3,18,Offer D,0,Credit Card,20.1,401.85,0,1098.99,5586,57,5
6019,1150,3,12,1,0,0,Female,69,0,0,0,Q3,13,Offer D,1,Bank Withdrawal,100.8,1308.1,0,1401.96,3269,65,1
6020,703,2,,2,0,0,Female,40,0,0,0,Q3,41,None,1,Credit Card,19.75,806.95,0,2342.81,5678,39,3
6021,226,2,,3,9,1,Female,61,1,1,3,Q3,54,None,1,Bank Withdrawal,59.8,3246.45,0,4489.53,5898,24,5
6022,1193,2,,2,0,0,Male,20,0,0,0,Q3,32,None,0,Credit Card,20.35,707.5,0,1884.46,2433,40,5
6023,153,2,,3,8,1,Male,50,1,0,0,Q3,72,None,0,Credit Card,115.8,8332.15,0,10318.63,5130,41,3
6024,1314,2,,3,10,1,Male,35,1,1,2,Q3,59,Offer B,0,Credit Card,19.5,1147.85,0,2254.1,5293,50,3
